Store,Dept,Date,Weekly_Sales,IsHoliday,Temperature,Fuel_Price,MarkDown1,MarkDown2,MarkDown3,MarkDown4,MarkDown5,CPI,Unemployment,Type,Size
13,26,2010-07-09,10122.71,False,71.33,2.802,,,,,,126.1518,7.951,A,219622
38,10,2010-12-03,348.79,False,43.33,3.041,,,,,,126.7313333,14.313,C,39690
14,40,2010-11-26,63699.29,True,46.15,3.039,,,,,,182.7832769,8.724,A,200898
33,97,2010-12-24,4082.88,False,60.43,3.236,,,,,,126.9835806,9.265,A,39690
12,54,2012-02-03,103.16,False,50.58,3.702,60740.64,3779.65,43.08,48403.53,20348.16,130.3496774,12.187,B,112238
37,20,2011-04-01,1.88,False,67.31,3.524,,,,,,213.5776701,8.3,C,39910
19,16,2012-02-03,4442.11,False,36.22,3.796,51879.66,6433.83,394.18,52739.02,6473.61,137.0632581,7.943,A,203819
39,94,2012-02-17,68088.6,False,52.75,3.51,15632.4,6962.91,24.9,6631.5,23647.05,219.1148297,7.244,A,184109
2,71,2012-05-25,4053.11,False,78.19,3.561,10701.32,,1030.53,3595.04,14920.27,221.3828029,6.891,A,202307
37,91,2010-10-08,30490.26,False,66.34,2.633,,,,,,210.5144398,8.476,C,39910
6,28,2012-10-12,584.29,False,65.43,3.601,1905.34,,13.83,559.5,8706.87,225.0054733,5.329,A,202505
27,41,2011-01-07,1069.25,False,34.42,3.351,,,,,,136.7332569,7.827,A,204184
16,92,2012-04-20,19682.95,False,43.61,3.936,2479.18,582.08,22.92,558.25,1659.22,197.7227385,6.169,B,57197
24,11,2011-12-16,19502.68,False,36.0,3.611,6244.37,9.09,143.42,1766.33,5516.14,136.5335161,8.454,A,203819
13,8,2010-02-19,36753.34,False,35.7,2.654,,,,,,126.5262857,8.316,A,219622
36,3,2012-01-27,561.08,False,62.73,3.313,35.96,17.03,0.44,,381.04,218.7687195,7.244,A,39910
43,11,2010-04-09,554.9,False,64.37,2.77,,,,,,202.6594654,9.593,C,41062
12,44,2011-07-15,6078.29,False,88.1,3.692,,,,,,129.1338387,13.503,B,112238
40,33,2010-09-03,4685.56,False,70.66,2.735,,,,,,132.7248387,5.326,A,155083
9,54,2010-05-28,12.0,False,77.12,2.759,,,,,,214.4328505,6.384,B,125833
13,60,2012-03-23,675.0,False,47.83,3.671,3489.61,75.36,2.52,827.19,3427.9,130.8966452,6.104,A,219622
41,92,2010-04-23,97155.84,False,45.29,2.776,,,,,,189.6190057,7.363,A,196321
34,22,2010-07-30,4773.45,False,72.26,2.65,,,,,,126.1069032,9.816,A,158114
24,37,2010-08-27,2785.58,False,67.0,2.885,,,,,,132.6932258,8.117,A,203819
35,80,2010-05-28,19.96,False,67.88,2.899,,,,,,136.1489101,9.051,B,103681
7,95,2010-03-12,27740.16,False,27.25,2.684,,,,,,189.7372075,9.014,B,70713
21,30,2012-03-23,5228.58,False,62.96,3.787,4713.76,155.09,2.38,534.23,4878.22,220.9244858,7.057,B,140167
17,24,2011-12-23,11225.82,False,18.76,3.186,945.5,35.63,1077.82,57.64,2404.82,129.9845484,6.617,B,93188
11,87,2012-04-06,20100.21,False,74.19,3.891,10760.37,,45.34,4048.21,5596.73,224.9393405,6.664,A,207499
33,91,2011-07-15,11941.21,False,92.83,3.779,,,,,,129.1338387,8.442,A,39690
26,45,2010-03-19,24.94,False,35.34,2.834,,,,,,131.8242903,8.488,A,152513
34,71,2012-01-13,2118.58,False,33.99,3.263,2514.23,8431.82,48.38,186.59,4699.39,130.244,9.653,A,158114
19,6,2010-04-30,6011.89,False,49.89,3.042,,,,,,132.0644333,8.185,A,203819
25,23,2011-05-06,13231.86,False,49.5,4.046,,,,,,208.7992595,7.287,B,128107
5,58,2011-04-29,645.0,False,74.75,3.81,,,,,,216.1968142,6.489,B,34875
14,4,2012-08-31,43876.12,False,75.09,3.867,24718.73,9.94,120.98,14110.32,3332.99,191.461281,8.684,A,200898
14,17,2010-08-06,25993.11,False,77.17,2.784,,,,,,182.5320862,8.743,A,200898
6,27,2011-07-15,1127.88,False,88.93,3.575,,,,,,216.9044732,6.925,A,202505
18,24,2011-12-16,14209.74,False,35.52,3.445,3332.41,2.65,882.11,1350.2,2932.75,136.5335161,8.471,B,120653
10,5,2011-12-09,103116.73,False,42.58,3.644,7010.08,74.24,1019.36,5124.86,9458.28,129.8555333,7.874,B,126512
39,9,2010-04-16,17694.08,False,66.33,2.808,,,,,,209.2691428,8.464,A,184109
34,48,2012-09-21,2751.0,False,66.08,3.721,4857.37,5.73,0.85,221.84,7308.76,131.0103333,9.285,A,158114
38,95,2010-07-02,44570.24,False,91.98,3.105,,,,,,126.1392,14.18,C,39690
42,32,2012-10-05,10.0,False,80.88,4.132,479.07,,6.0,10.64,2565.13,131.0756667,6.943,C,39690
5,7,2011-11-25,25326.74,True,61.93,3.236,107.42,7.0,29333.06,8.0,826.06,219.0428204,6.3,B,34875
1,38,2012-07-20,68235.73,False,80.42,3.311,3213.0,313.72,9.53,2262.02,3228.19,221.9327267,6.908,A,151315
41,59,2010-04-16,705.02,False,46.79,2.765,,,,,,189.6628845,7.363,A,196321
25,55,2011-01-07,4781.98,False,29.0,3.193,,,,,,204.6487803,7.343,B,128107
26,22,2010-03-26,5056.33,False,35.26,2.831,,,,,,131.863129,8.488,A,152513
5,46,2010-05-07,5476.15,False,71.53,2.835,,,,,,210.8896556,6.465,B,34875
14,83,2011-09-16,9391.88,False,69.17,3.742,,,,,,186.8024,8.625,A,200898
14,16,2011-04-22,39927.16,False,53.04,3.892,,,,,,185.6684673,8.521,A,200898
38,94,2011-05-27,20280.55,False,76.67,4.087,,,,,,129.0623548,13.736,C,39690
13,83,2010-04-02,6441.57,False,42.15,2.842,,,,,,126.6034839,8.107,A,219622
40,85,2012-10-26,1691.51,False,49.65,3.917,3605.71,55.98,0.28,486.81,1389.06,138.7281613,4.145,A,155083
40,74,2012-10-12,9955.25,False,47.35,4.029,1686.43,,13.85,589.97,6365.02,138.9117,4.145,A,155083
4,96,2012-05-11,41427.69,False,67.64,3.685,20499.88,86.0,103.05,5005.96,3815.16,131.1453333,4.308,A,205863
36,94,2010-03-19,65458.59,False,59.56,2.701,,,,,,209.9803208,8.554,A,39910
1,41,2012-08-10,565.3,False,85.05,3.494,11436.22,245.0,6.85,6964.26,4836.22,221.9584329,6.908,A,151315
2,80,2012-06-08,28877.35,False,78.69,3.452,12162.04,463.6,78.39,3610.78,10877.64,221.3877467,6.891,A,202307
15,42,2011-07-01,4510.33,False,67.43,3.916,,,,,,135.4468,7.806,B,123737
6,90,2012-03-02,52441.35,False,60.32,3.63,20243.99,618.72,14.35,9687.4,4968.92,222.4521862,6.132,A,202505
7,46,2011-07-22,19429.56,False,56.22,3.545,,,,,,193.5120367,8.622,B,70713
33,1,2011-10-07,2670.52,False,81.16,3.827,,,,,,129.6938,8.01,A,39690
16,94,2012-02-24,1283.67,False,26.21,3.129,12120.37,2778.82,,1634.92,4210.7,196.9499007,6.162,B,57197
31,3,2010-09-10,7698.17,True,79.3,2.565,,,,,,211.1532104,8.099,A,203750
34,13,2010-04-30,22713.69,False,56.58,2.787,,,,,,126.3805667,9.593,A,158114
6,41,2010-12-31,2673.5,True,49.14,2.943,,,,,,212.9149674,7.007,A,202505
5,28,2011-02-25,211.0,False,63.35,3.065,,,,,,214.0955503,6.634,B,34875
44,82,2011-12-30,6006.43,True,31.53,3.119,409.92,1566.42,,17.64,153.9,130.0710323,6.078,C,39910
40,21,2011-07-22,6013.19,False,73.34,3.882,,,,,,135.8738387,4.584,A,155083
36,74,2011-05-27,529.54,False,81.28,3.786,,,,,,214.2408462,8.3,A,39910
31,92,2012-01-27,126010.75,False,50.79,3.29,2391.52,1189.61,50.82,313.76,4791.34,219.7188636,7.057,A,203750
44,93,2010-02-05,9283.04,False,31.53,2.666,,,,,,126.4420645,8.119,C,39910
17,42,2011-10-21,4609.78,False,47.27,3.579,,,,,,129.7821613,6.617,B,93188
21,26,2010-08-06,7539.19,False,90.3,2.627,,,,,,211.1608049,8.099,B,140167
22,4,2011-08-26,45081.1,False,72.22,3.796,,,,,,140.1629528,8.023,B,119557
34,8,2012-07-27,27428.76,False,77.3,3.356,3124.08,92.22,0.36,1720.84,3878.36,130.7195806,9.285,A,158114
36,17,2011-05-06,500.82,False,69.56,3.917,,,,,,214.5240376,8.3,A,39910
9,16,2012-05-18,19740.09,False,69.52,3.63,1926.92,,0.24,426.51,2968.78,225.4942498,5.539,B,125833
1,82,2012-10-05,20292.96,False,68.55,3.617,8077.89,,18.22,3617.43,3626.14,223.1814772,6.573,A,151315
20,12,2010-11-05,7722.7,False,42.78,2.917,,,,,,205.160837,7.484,A,203742
37,92,2012-01-27,62580.16,False,62.73,3.29,186.28,27.75,33.0,,323.83,218.7687195,7.244,C,39910
4,93,2012-09-07,83789.8,True,82.09,3.709,9082.61,16.0,59.06,7217.88,8026.47,130.9325484,4.077,A,205863
39,29,2012-08-03,6463.12,False,84.05,3.417,25778.96,173.2,51.52,24900.66,4573.34,220.6319358,6.623,A,184109
20,31,2012-01-06,3394.11,False,33.42,3.422,9273.46,45971.43,207.6,1365.38,5460.86,212.5711125,6.961,A,203742
38,27,2012-02-10,11.54,True,52.27,3.722,518.25,11.21,37.01,3.97,1200.97,130.3849032,12.187,C,39690
8,7,2011-04-15,14254.17,False,63.55,3.743,,,,,,218.7262524,6.297,A,155078
23,90,2012-04-20,20051.21,False,56.55,4.046,2438.53,6551.03,30.84,502.31,4874.16,137.9230667,4.125,B,114533
25,46,2010-02-19,16699.74,False,24.16,2.745,,,,,,204.4321004,8.187,B,128107
30,96,2010-02-05,16797.04,False,39.05,2.572,,,,,,210.7526053,8.324,C,42988
43,8,2011-03-11,12011.42,False,60.24,3.459,,,,,,205.9880714,10.398,C,41062
10,21,2010-10-29,8987.64,False,68.76,3.13,,,,,,126.4364194,9.003,B,126512
3,17,2012-10-26,2634.51,False,74.66,3.506,370.99,6.35,4.0,5.94,180.07,226.9873637,6.034,B,37392
1,83,2011-02-18,7759.71,False,57.36,3.045,,,,,,213.2478853,7.742,A,151315
44,4,2011-02-18,6897.68,False,40.85,3.062,,,,,,127.99525,7.224,C,39910
12,72,2011-02-25,89509.41,False,48.45,3.53,,,,,,128.13,14.021,B,112238
24,9,2010-11-26,19878.51,True,41.92,3.186,,,,,,132.8369333,8.275,A,203819
41,9,2011-05-20,32512.7,False,41.11,3.828,,,,,,192.831317,6.934,A,196321
15,28,2011-12-30,618.86,True,31.44,3.566,3248.4,31122.2,111.35,605.88,3474.84,136.6432581,7.866,B,123737
26,52,2012-05-25,2488.96,False,58.2,3.85,7166.44,,240.75,1942.28,2272.3,138.1101935,7.489,A,152513
6,20,2011-01-21,6326.2,False,46.2,3.016,,,,,,213.3399647,6.858,A,202505
45,22,2011-12-16,11280.45,False,39.93,3.413,4631.26,8.92,801.34,848.33,2757.82,188.7979349,8.523,B,118221
34,41,2010-02-05,245.0,False,35.44,2.598,,,,,,126.4420645,9.521,A,158114
34,29,2011-03-11,1838.56,False,45.87,3.461,,,,,,128.3995,10.398,A,158114
6,94,2011-02-25,38320.9,False,62.86,3.065,,,,,,215.0679731,6.858,A,202505
40,42,2010-11-12,4835.23,False,38.5,2.961,,,,,,132.9783226,5.287,A,155083
4,37,2012-02-03,3978.22,False,41.81,3.354,50820.76,4033.29,285.11,48086.64,7456.15,130.3496774,4.607,A,205863
34,81,2010-10-29,14306.23,False,50.78,2.718,,,,,,126.4364194,10.21,A,158114
9,1,2010-05-14,9527.04,False,70.53,2.854,,,,,,213.8469819,6.384,B,125833
3,3,2011-12-02,4716.27,False,54.97,3.172,850.86,18.94,781.71,394.29,7297.1,222.1589519,7.197,B,37392
42,90,2010-07-02,47862.62,False,92.89,2.978,,,,,,126.1392,9.199,C,39690
22,36,2011-11-04,3644.38,False,42.81,3.586,,,,,,140.4279758,7.706,B,119557
30,83,2011-02-25,1876.92,False,61.27,3.065,,,,,,213.190421,8.028,C,42988
22,45,2011-02-25,20.94,False,30.23,3.281,,,,,,137.3764439,8.458,B,119557
5,91,2010-09-10,1605.19,True,79.86,2.565,,,,,,212.0499271,6.496,B,34875
7,5,2010-05-21,8270.37,False,46.6,2.776,,,,,,189.467827,8.963,B,70713
20,30,2010-11-05,5347.36,False,42.78,2.917,,,,,,205.160837,7.484,A,203742
25,82,2012-06-15,12905.34,False,68.34,3.62,5987.75,147.2,100.04,1735.9,3500.18,214.5653243,7.139,B,128107
25,95,2010-07-16,49132.3,False,73.43,2.783,,,,,,204.3571656,7.527,B,128107
16,9,2012-09-28,23504.66,False,51.4,3.789,2130.57,3.82,,583.9,1409.43,198.5903276,6.061,B,57197
9,21,2012-01-06,2964.93,False,47.54,3.157,3597.08,6203.76,11.2,3743.55,1912.75,223.4332408,5.667,B,125833
6,41,2010-03-05,1096.0,False,49.63,2.625,,,,,,212.8745193,7.259,A,202505
21,2,2011-09-09,47015.23,True,78.87,3.546,,,,,,215.5148295,7.852,B,140167
14,41,2011-11-04,3661.25,False,43.92,3.551,,,,,,187.9703629,8.523,A,200898
42,12,2011-01-28,60.86,False,53.03,3.231,,,,,,127.5800323,8.744,C,39690
20,2,2011-09-02,88137.75,False,70.82,3.703,,,,,,208.9625161,7.274,A,203742
7,22,2011-12-02,9106.52,False,20.38,3.378,2229.32,6.47,738.42,1630.88,11534.89,195.8223287,8.513,B,70713
24,28,2012-04-13,606.84,False,48.65,4.187,4765.31,5896.55,57.4,1204.7,3980.37,137.868,8.983,A,203819
6,11,2012-03-30,19331.05,False,67.91,3.845,12063.62,6.78,16.5,1859.67,3535.25,222.9675066,6.132,A,202505
11,98,2010-04-16,10458.9,False,67.81,2.808,,,,,,213.7726889,7.343,A,207499
41,56,2011-01-07,290.55,False,23.76,2.882,,,,,,191.3683815,7.241,A,196321
38,14,2011-10-07,926.3,False,70.44,3.827,,,,,,129.6938,12.89,C,39690
25,20,2011-03-25,4095.14,False,38.51,3.625,,,,,,207.6553444,7.343,B,128107
1,6,2012-03-09,4183.3,False,58.76,3.669,10331.04,151.88,6.0,671.43,5509.84,221.0591887,7.348,A,151315
8,71,2011-10-21,885.9,False,59.97,3.353,,,,,,220.9619484,6.123,A,155078
18,11,2011-01-28,19203.48,False,14.84,3.243,,,,,,133.1059677,9.131,B,120653
32,10,2010-07-16,21130.04,False,76.2,2.699,,,,,,189.6125456,9.017,A,203007
2,4,2010-11-12,46147.8,False,59.69,2.728,,,,,,211.6608975,8.163,A,202307
35,24,2011-07-22,9663.07,False,82.28,3.811,,,,,,139.7969712,8.684,B,103681
31,23,2010-07-16,18929.23,False,85.61,2.623,,,,,,210.7577954,8.099,A,203750
31,96,2010-04-16,28081.38,False,67.87,2.808,,,,,,210.1495463,8.2,A,203750
8,72,2010-04-23,29229.1,False,56.1,2.795,,,,,,213.768119,6.29,A,155078
34,56,2012-07-06,1941.74,False,77.95,3.187,6438.2,174.8,103.13,2529.03,3839.19,130.7196333,9.285,A,158114
24,34,2011-10-14,14441.77,False,60.21,3.744,,,,,,136.5150968,8.454,A,203819
11,60,2012-09-07,162.0,True,85.17,3.73,14597.86,56.0,45.05,3235.27,2855.68,225.9660263,6.334,A,207499
6,98,2010-05-28,8945.69,False,78.89,2.759,,,,,,212.412888,7.092,A,202505
42,21,2011-02-11,1395.93,True,51.51,3.381,,,,,,127.859129,8.744,C,39690
18,14,2010-07-09,24103.49,False,79.75,2.806,,,,,,132.5461333,9.342,B,120653
19,41,2011-01-14,1463.0,False,21.68,3.367,,,,,,132.9510645,7.771,A,203819
21,41,2010-05-21,1761.83,False,74.24,2.826,,,,,,210.2768443,8.2,B,140167
31,52,2011-07-22,694.93,False,90.27,3.651,,,,,,215.0749122,7.852,A,203750
8,74,2010-10-08,8376.69,False,62.94,2.633,,,,,,215.1072262,6.433,A,155078
12,47,2010-02-26,623.0,False,50.23,2.825,,,,,,126.5522857,13.975,B,112238
8,37,2012-08-10,1893.83,False,83.74,3.494,11811.65,26.0,59.03,2215.73,2801.89,225.5226885,5.401,A,155078
23,55,2012-07-13,7316.12,False,69.19,3.561,4159.57,99.3,0.47,3148.73,1106.63,138.263,4.156,B,114533
7,30,2012-05-18,1063.0,False,49.41,3.837,3225.22,,24.83,508.1,1897.92,197.5553137,8.09,B,70713
28,27,2012-05-25,1156.03,False,83.84,4.293,7557.62,,609.0,1574.85,7620.93,131.0287742,11.627,A,206302
8,28,2011-07-01,173.65,False,87.26,3.524,,,,,,218.5937514,6.425,A,155078
27,46,2011-12-16,46859.23,False,40.68,3.611,7510.92,28.09,1049.3,1160.14,7853.48,140.4700795,7.906,A,204184
19,39,2012-10-05,13.41,False,59.86,4.151,6971.59,,10.96,3640.93,3827.33,138.8256,7.992,A,203819
29,71,2011-03-04,3098.24,False,33.52,3.437,,,,,,133.6141429,10.256,B,93638
13,17,2010-11-19,19907.79,False,42.0,2.842,,,,,,126.6072,7.795,A,219622
16,52,2012-10-05,1262.45,False,50.46,3.779,2228.83,,23.32,1534.31,4451.29,198.8221322,5.847,B,57197
34,29,2011-09-23,1378.65,False,66.23,3.473,,,,,,129.5183333,10.641,A,158114
45,29,2011-06-24,4454.04,False,74.85,3.804,,,,,,185.7919609,8.521,B,118221
38,60,2012-02-24,432.0,False,53.13,3.95,102.49,328.86,,2.86,2435.31,130.5502069,12.187,C,39690
11,30,2011-03-25,8014.58,False,73.74,3.473,,,,,,217.9674705,7.551,A,207499
41,79,2010-06-11,21838.56,False,63.36,2.684,,,,,,189.4000734,7.363,A,196321
4,35,2010-06-04,4746.16,False,70.83,2.701,,,,,,126.1360645,7.896,A,205863
21,85,2012-09-21,796.76,False,71.54,3.721,9104.0,33.73,12.28,1675.24,8387.92,222.4169362,6.565,B,140167
34,3,2012-07-27,15868.17,False,77.3,3.356,3124.08,92.22,0.36,1720.84,3878.36,130.7195806,9.285,A,158114
25,2,2011-12-09,43617.37,False,38.69,3.415,5549.98,64.0,256.97,2761.65,8753.69,211.8667856,7.082,B,128107
7,29,2012-07-20,1448.39,False,62.87,3.585,1182.59,114.37,11.37,198.49,2423.07,197.9290378,7.872,B,70713
9,81,2010-10-29,1992.16,False,64.43,2.716,,,,,,215.4573607,6.56,B,125833
6,25,2011-07-01,12492.44,False,87.0,3.524,,,,,,216.7257388,6.925,A,202505
28,90,2011-12-16,66369.64,False,43.29,3.6,2429.88,18.24,347.78,573.31,6432.36,129.8980645,12.89,A,206302
26,51,2010-06-04,34.96,False,58.46,2.857,,,,,,132.3648387,8.512,A,152513
40,79,2011-07-01,13717.59,False,65.25,3.815,,,,,,135.4468,4.584,A,155083
27,49,2010-09-03,9951.26,False,78.52,2.86,,,,,,136.5891118,7.982,A,204184
43,1,2012-02-17,18745.46,False,49.38,3.51,109.95,1389.84,0.52,,2824.89,211.916835,9.653,C,41062
39,22,2011-06-24,11805.52,False,84.06,3.594,,,,,,213.8402689,8.3,A,184109
23,44,2012-07-13,7474.19,False,69.19,3.561,4159.57,99.3,0.47,3148.73,1106.63,138.263,4.156,B,114533
17,16,2011-06-10,34086.65,False,54.57,3.732,,,,,,129.0357097,6.774,B,93188
25,22,2012-04-06,7293.48,False,44.73,3.996,10782.56,,25.79,1973.99,4389.28,214.2387053,7.139,B,128107
24,6,2010-08-06,6799.59,False,74.54,2.942,,,,,,132.6141935,8.117,A,203819
9,81,2011-11-11,2268.63,False,58.28,3.297,3235.06,1645.11,63.15,1580.98,2209.21,221.6482278,6.054,B,125833
27,92,2010-04-09,151691.59,False,62.62,2.992,,,,,,135.7856359,8.058,A,204184
33,95,2012-01-27,24381.56,False,56.33,3.675,12.6,12.47,3.38,,375.54,130.3144516,7.603,A,39690
9,96,2011-03-11,1952.06,False,54.75,3.459,,,,,,217.6977326,6.416,B,125833
10,67,2010-08-06,10869.17,False,86.13,3.123,,,,,,126.0854516,9.199,B,126512
27,36,2010-07-16,2182.0,False,78.26,2.933,,,,,,136.4179827,7.982,A,204184
13,4,2011-05-27,39537.93,False,54.62,3.778,,,,,,129.0623548,7.193,A,219622
20,12,2012-01-20,4316.83,False,27.65,3.533,2465.98,5030.4,106.54,999.54,3380.92,212.8336399,6.961,A,203742
27,7,2010-10-08,27328.19,False,57.78,2.903,,,,,,136.6277321,8.021,A,204184
14,4,2010-03-26,49735.58,False,54.36,2.854,,,,,,181.9718697,8.992,A,200898
22,80,2010-05-07,929.06,False,63.81,2.981,,,,,,135.962,8.348,B,119557
38,74,2011-09-23,378.76,False,82.95,3.789,,,,,,129.5183333,13.503,C,39690
25,31,2011-03-18,1365.17,False,40.94,3.631,,,,,,207.4283845,7.343,B,128107
39,30,2011-10-14,3203.34,False,73.79,3.274,,,,,,216.0885258,7.716,A,184109
3,71,2012-09-21,1597.75,False,72.78,3.721,3233.34,1.91,7.69,878.66,1602.11,226.3151496,6.334,B,37392
27,21,2011-05-06,6482.53,False,56.48,4.192,,,,,,138.4131202,7.725,A,204184
17,38,2012-01-27,79729.05,False,29.99,3.058,1834.7,684.22,,118.0,1109.1,130.3144516,6.403,B,93188
24,80,2010-05-07,30206.96,False,66.65,3.095,,,,,,132.1062,8.211,A,203819
44,95,2010-02-26,27118.85,False,29.98,2.667,,,,,,126.5522857,8.119,C,39910
22,17,2011-03-18,15741.72,False,43.38,3.634,,,,,,137.7398929,8.458,B,119557
35,25,2011-02-18,13354.88,False,39.32,3.245,,,,,,137.2511849,8.549,B,103681
26,95,2011-08-12,82163.21,False,62.99,3.88,,,,,,136.144129,7.767,A,152513
33,13,2012-08-24,7436.91,False,89.62,4.055,35.76,,1.44,,1381.43,130.8381613,7.147,A,39690
14,85,2011-03-25,1253.26,False,41.76,3.625,,,,,,184.9943679,8.549,A,200898
18,46,2011-04-01,24912.37,False,35.06,3.638,,,,,,134.0682581,8.975,B,120653
2,38,2011-06-10,79557.28,False,83.4,3.648,,,,,,214.6964908,7.931,A,202307
38,31,2011-01-14,9.8,False,43.15,3.312,,,,,,127.3009355,14.021,C,39690
12,98,2011-10-14,694.46,False,67.31,3.805,,,,,,129.7706452,12.89,B,112238
40,54,2012-09-28,20.0,False,50.98,4.018,3579.04,,,709.97,4706.12,138.7395,4.156,A,155083
43,38,2011-04-01,65282.55,False,67.79,3.524,,,,,,206.6733111,10.581,C,41062
19,93,2010-08-13,35554.77,False,72.71,2.923,,,,,,132.63,8.099,A,203819
44,38,2011-02-11,55761.65,True,30.83,3.034,,,,,,127.859129,7.224,C,39910
25,85,2011-05-13,2661.7,False,60.1,4.066,,,,,,208.9599189,7.287,B,128107
31,34,2012-06-29,14865.36,False,88.05,3.286,5659.29,7.6,,408.59,6001.91,221.4813343,6.891,A,203750
3,74,2012-09-07,3055.25,True,84.99,3.73,2266.83,19.0,8.31,419.87,926.86,225.9660263,6.334,B,37392
20,25,2011-12-23,31706.62,False,40.19,3.389,1483.17,80.15,2145.46,38.97,4180.29,212.2360401,7.082,A,203742
22,17,2010-09-03,15621.91,False,75.85,2.735,,,,,,136.5891118,8.433,B,119557
40,74,2011-10-07,11606.1,False,50.21,3.633,,,,,,136.472,4.42,A,155083
14,24,2010-02-12,5218.47,True,27.73,2.773,,,,,,181.982317,8.992,A,200898
45,10,2011-12-02,12998.9,False,50.19,3.452,6835.61,120.76,802.79,2490.15,17861.5,188.5024346,8.523,B,118221
38,79,2011-01-14,8496.28,False,43.15,3.312,,,,,,127.3009355,14.021,C,39690
22,34,2010-02-19,20821.0,False,31.96,2.747,,,,,,135.4657781,8.283,B,119557
1,55,2011-11-18,16338.81,False,62.25,3.308,6074.12,254.39,51.98,427.39,5988.57,218.2205088,7.866,A,151315
14,80,2011-09-09,43286.74,True,71.48,3.738,,,,,,186.6737376,8.625,A,200898
4,22,2010-05-14,12606.34,False,62.35,2.845,,,,,,126.2085484,7.896,A,205863
39,24,2011-09-16,3569.51,False,83.11,3.526,,,,,,214.7934111,8.177,A,184109
30,42,2010-05-28,52.72,False,80.94,2.759,,,,,,210.5552301,8.2,C,42988
17,18,2012-03-30,3389.88,False,45.29,3.734,8337.43,74.41,6.0,418.13,3444.54,130.9670968,6.403,B,93188
32,19,2010-06-11,1248.54,False,70.86,2.684,,,,,,189.4000734,8.963,A,203007
15,10,2011-09-16,11052.72,False,62.1,3.937,,,,,,136.3145,7.806,B,123737
6,30,2011-08-26,5982.36,False,90.07,3.523,,,,,,217.2706543,6.925,A,202505
6,18,2012-03-09,1853.66,False,57.89,3.669,7731.19,445.6,4.19,446.42,5729.67,222.6650998,6.132,A,202505
23,55,2010-02-26,25016.89,False,32.68,2.753,,,,,,131.686,5.892,B,114533
1,83,2012-06-29,4906.92,False,84.88,3.286,3965.73,161.6,,435.99,4212.97,221.8434,7.143,A,151315
20,81,2010-06-18,32218.37,False,72.62,2.78,,,,,,204.670036,7.856,A,203742
11,26,2010-12-03,14601.63,False,55.9,2.708,,,,,,214.9153531,7.564,A,207499
34,65,2010-07-09,48034.33,False,75.0,2.637,,,,,,126.1518,9.816,A,158114
37,55,2010-03-19,5.0,False,59.56,2.72,,,,,,209.9803208,8.554,C,39910
16,18,2012-09-14,81.18,False,56.69,3.659,5323.84,,9.3,1307.03,4474.84,198.1267184,6.061,B,57197
4,67,2011-12-16,20505.58,False,36.44,3.149,2756.67,72.3,1790.15,777.65,10261.95,129.8980645,5.143,A,205863
42,7,2012-07-20,526.66,False,84.45,3.589,200.92,,4.48,,1026.11,130.7012903,7.17,C,39690
27,36,2011-02-25,1684.0,False,33.05,3.452,,,,,,137.3764439,7.827,A,204184
7,79,2010-11-26,6150.68,True,17.95,2.742,,,,,,191.0121805,9.137,B,70713
29,31,2011-07-08,1757.87,False,74.22,3.784,,,,,,135.6283333,9.863,B,93638
1,11,2012-03-16,24841.76,False,64.74,3.734,4298.16,7.5,2.02,2724.65,2017.69,221.2118132,7.348,A,151315
22,21,2011-12-09,7468.9,False,45.35,3.47,3311.44,,125.93,2499.81,16837.64,140.4397857,7.706,B,119557
10,17,2012-09-28,22918.62,False,82.52,3.966,6091.96,62.82,2.82,3350.88,1751.75,131.043,7.17,B,126512
13,24,2010-10-15,9055.64,False,54.12,2.845,,,,,,126.3266774,7.795,A,219622
34,48,2010-08-27,768.0,False,72.87,2.621,,,,,,126.0892903,9.816,A,158114
21,93,2012-10-26,499.9,False,70.5,3.506,7477.8,24.95,206.5,754.69,2667.13,223.0783366,6.17,B,140167
1,26,2011-09-02,4014.69,False,87.83,3.533,,,,,,215.7971409,7.962,A,151315
31,54,2010-11-19,161.84,False,51.71,2.771,,,,,,211.5470304,8.163,A,203750
12,54,2010-06-25,277.0,False,87.27,3.084,,,,,,126.1266,14.099,B,112238
4,90,2012-03-23,91129.21,False,59.07,3.759,8806.8,-10.5,5.99,739.14,4396.97,130.8966452,4.607,A,205863
40,29,2012-06-15,2199.31,False,63.39,3.683,5288.06,244.82,42.74,1165.96,3695.1,138.1295333,4.125,A,155083
22,54,2011-01-28,25.92,False,20.61,3.243,,,,,,136.9706544,8.458,B,119557
7,52,2012-05-25,977.19,False,50.6,3.804,5126.54,,90.05,483.27,2236.31,197.5886046,8.09,B,70713
27,60,2011-11-11,88.0,False,49.69,3.719,10710.56,44021.61,475.3,4235.07,4920.65,140.4111613,7.906,A,204184
7,90,2011-02-04,15837.97,False,-2.06,3.011,,,,,,191.7625895,8.818,B,70713
33,7,2012-02-03,189.41,False,59.53,3.543,653.33,7.4,3.38,,773.27,130.3496774,7.603,A,39690
37,17,2011-11-18,312.02,False,66.28,3.308,32.17,5.51,,,1502.49,216.9395861,7.716,C,39910
4,48,2011-09-16,2254.0,False,72.76,3.532,,,,,,129.4306,5.644,A,205863
6,37,2011-06-24,3633.08,False,85.51,3.594,,,,,,216.6314502,6.855,A,202505
